Mobile,Review
"Mobile    [Rugged Cell Phone Unlocked WP5,8000mAh Batter...
Name: 5, dtype: object",['I purchased the phone for my son because he needed a phone that allowed tethering. He has to be able to use the internet for school and he is in the country where internet is a little weak. So far the phone is working great. I like it for my son because of the durability. I also like it because it allows for extra storage from an SD card of up to 128gb. I also like it because it is waterproof and dust proof. It is a great phone for the price and I would recommend it to others.']
"Mobile    [Rugged Cell Phone Unlocked WP5,8000mAh Batter...
Name: 5, dtype: object","['Very happy with my new phone and good looking form the outside. I have used other androids and old iPhone 5 , they are crap, this phone however is just mind blowing in every single aspect! The the ration, the display, the battery life. Camera quality, and more! Heavy duty water tight phone. You can feel the weight and quality.']"
"Mobile    [Rugged Cell Phone Unlocked WP5,8000mAh Batter...
Name: 5, dtype: object","['My husband and I both needed new phones and did not want to get into 30 months of payments most phone carriers will stick you with so we turned to Amazon. I will admit at first we were hesitant because how would we get all our stuff transferred and would it work with our carrier, AT&T? I began shopping for unlocked phones and came upon this one for my husband because it was ""RUGGED"". It arrived in two days and within ten minutes hubby had the SIM card transferred and the phone up and going. (This man is NOT techy in any way, shape, or form, so I was shocked he got it done so quickly.) We are now one week in and he is thrilled with his phone. It is heavy-duty as described and has a great sound quality. Not all contacts transferred, but we are slowly dealing with it. Next is a phone for me and I will definitely go this route and get my phone at Amazon. Thus far, a great experience.']"
"Mobile    [Rugged Cell Phone Unlocked WP5,8000mAh Batter...
Name: 5, dtype: object","[""Because of the virus that has been going around, I had to quit my job. I've been sending a lot of time at home and was going to do some construction to earn a bit of extra money. My phone was quite thin and fragile, and I didn't want it to break, so I bought this photo. It's at an affordable price and is very durable. The battery life is also pretty good. I've had it for weeks now and It's been working pretty well. Overall It's a pretty average phone but, It's affordable and it works.""]"
"Mobile    [Rugged Smartphone Unlocked, Ulefone Armor X6 ...
Name: 6, dtype: object","[""Amazed on how awesome this phone is! and durable, waterproof, takes excellent pictures! Has full signal bars whereas my other phone shows only 2 bars...…..has excellent receiving service even when down in bottoms of hills! Haven't found anything NOT to like so far! This phone far exceeds any cell phone we have ever purchased!!!""]"
"Mobile    [Rugged Smartphone Unlocked, Ulefone Armor X6 ...
Name: 6, dtype: object","[""So I literally just got this phone yesterday, not even 24 hours ago. I got it charged up, set up, everything was great! But today the battery died, and now it's not charging, showing any indication of charging, not turning back on, nothing. I'm hoping this is a product fluke and you just can't let the phone die, but I'm extremely frustrated.""]"
"Mobile    [Rugged Smartphone Unlocked, Ulefone Armor X6 ...
Name: 6, dtype: object","['Waterproof and cool looking. Takes great pictures and is very durable. Wonderful replacement for my last phone. You get more than you pay for, great deal!']"
"Mobile    [Rugged Smartphone Unlocked, Ulefone Armor X6 ...
Name: 6, dtype: object",['Best phone I ever had waterproof and more Battery charger good.it seems like a military phone very rugged.']
"Mobile    [Rugged Smartphone Unlocked, Ulefone Armor X6 ...
Name: 6, dtype: object",['Good rugged phone for work ... Does a decent job with my barcode scanner']
"Mobile    [Rugged Smartphone Unlocked, Ulefone Armor X6 ...
Name: 6, dtype: object",['It is slow coming up after turning on!']
"Mobile    [Rugged Smartphone Unlocked, Ulefone Armor X6 ...
Name: 6, dtype: object","[""Didnt have any return info in box or on order. Just found out phone is worthless only 3g, so it's useless. And cant get any info to even try to exchange""]"
"Mobile    [Rugged Smartphone Unlocked, Ulefone Armor X6 ...
Name: 6, dtype: object","[""Bought this phone cause my last phone I had died on me after a coworker knocked a very watered down bottle of hand sanitizer onto my phone and ruined it even after soaking it in rice for 3 days. So I realized I should have a back up phone that I could use in any case where my main phone dies or is unusable. After setting up this phone I showed my family and after they asked what the IP-68 on the front of the phone meant I explained that it was a dust/water scale and that the 8 meant it was waterproof up to 1.5m underwater for up to thirty minutes. so I ran my phone under the sink to show this fact and at first it seemed fine but after trying to use my phone about 20 minutes later my phones screen no longer lit up. My phone still makes noises and has the touch feed back and charges but now the screen does not work. This phone might be okay for normal use but if you are trying to get a phone that you shouldn't have to worry about not working this one fails horribly not even being able to get slightly wet even though it advertises that it is waterproof.""]"
"Mobile    [Ulefone Armor 7E (2020) Rugged Smartphone Unl...
Name: 7, dtype: object","[""Not sure what's up with the terrible reviews here. This is a pretty sweet phone. It is big and bulky, which I knew going in (it weighs about 100g more than Samsungs and Motorola models and is about twice as thick). Despite that, it's not unpleasant to use. A little cumbersome in the pocket.\n\nIt's very well built and can clearly take some abuse. I haven't submerged it yet but I live on the water and love the capability. I will update the review after more testing. It comes with a spare screen protector and has one already installed.\n\nThe dual SIM capability is very neat. I have both a Verizon SIM and a T-Mobile SIM in the phone (both from Ting), both are registered with no problems so far. Both cards were activated in different phones and switched to this one...this phone isn't supported by US carriers so your results may vary. The carriers aren't going to help you get it working if you can't figure it out, they'll just tell you it doesn't work and to buy their phones. But it does work.\n\nThe weakest thing I've found so far is the fingerprint reader, which is much smaller than other phones and in a weird place. I recorded my thumb twice (as two separate finger entries), which helped immensely. At first, it was unusable, but with this workaround, it now works 80-90% of the time.\n\nEverything works as advertised so far. Certainly, a great value for the money, especially if it turns out to be as waterproof and shockproof as advertised. And there just aren't any cool rugged phones on the US market yet.""]"
"Mobile    [Ulefone Armor 7E (2020) Rugged Smartphone Unl...
Name: 7, dtype: object","[""I've been using a ULEFONE Armor for a couple years now. Bought an upgrade each year, but not ever having to really . This Armor 7E model is a pinnacle of engineering from them. The fingerprint reader exactly where you would pick it up and touch the side. The entire phone is astoundingly well made. The battery life is far beyond what I expected.\nI've told many other field technicians about the durability of these Armor phones. They are truly made for a hectic world and the times that are happening lately. The Armor 7E is by far my favorite phone I've had in the last 20 years. I have not loved one this much since a Nokia 3390 About 23 years ago.""]"
"Mobile    [Ulefone Armor 7E (2020) Rugged Smartphone Unl...
Name: 7, dtype: object","[""This is the phone you want, quite a upgrade from all the other phones on the market , I beat the heck out of my phone's and this phone has withstood everything I have thrown at it. Would by again.\nWorks with most American carriers""]"
"Mobile    [Ulefone Armor 7E (2020) Rugged Smartphone Unl...
Name: 7, dtype: object",['Well back again on the new phone Verizon is a no no for this phone but att and straight talk works great. And the more iuse it the better I like it.']
"Mobile    [Ulefone Armor 7E (2020) Rugged Smartphone Unl...
Name: 7, dtype: object","[""It has performed exactly as I was hoping and the general reliability of the case being waterproof to some extent for example has been very helpful.\n\n**The only issue I have found is that the speaker for calls is barely audible I'm not sure if mine is defective or just a design fault.""]"
"Mobile    [Ulefone Armor 7E (2020) Rugged Smartphone Unl...
Name: 7, dtype: object","[""It's only day one but I was impressed that just taking the SIM card out of my old Verizon phone and popping it in the 7E did the trick. No screwing around or calling Verizon...it just worked! So far battery life seems good. It's a bit thick and heavy but heck, it's a rugged phone.""]"
"Mobile    [Ulefone Armor 7E (2020) Rugged Smartphone Unl...
Name: 7, dtype: object","['Phone is very rugged, Amazon page said it works with Verizon but it does not so beware. Great phone otherwise. Comparable to maybe a s8 or s9 maybe. Just more rugged.']"
"Mobile    [Ulefone Armor 7E (2020) Rugged Smartphone Unl...
Name: 7, dtype: object","['Love this purchase. As someone who is constantly working outdoor, this is the perfect phone for me as it’s sturdy and waterproof.']"
"Mobile    [Ulefone Armor 3W Rugged Smartphone Unlocked, ...
Name: 8, dtype: object","['Absolutely a FANTASTIC phone! I have been in need of a new rugged phone and was exploring my options when I ran across this one. This is a MAN’S phone, not for wimps! Read the reviews and watch the videos online of it being tortured and judge for yourself!\nIn real world use, it’s awesome. I was concerned hearing about some issues that some people were having with this phone and Verizon. I can tell you in my personal experience, no issues at all. Verizon is notorious for whitelisting very few phones, usually only those they have deals with to sell for a profit themselves. While this phone is not listed as “approved”, it works just fine on my existing account {NOT pre-paid). Look at the pictures and see for yourself.\nI have redacted any info from the pics to reveal personal info but you can clearly see the pictures are of an Armor 3W on Verizon’s network running 4G HD voice/data. I have tested it on both bands 4 and 13, no issues. It works flawlessly with my Verizon network extender in my home as well (extender only operates on band 13 by design).\nAndroid 9 (Pie) works as designed with no crazy carrier bloatware pre-installed. The battery lasts a LOOOONG time- I received the phone @ 96% charge right out of the box. I set it up and then ran it under normal use for 3 days before putting it on the charger still with 63% charge! The noise cancellation is phenomenal- I was in a basketball arena with thousands of screaming college students attending a hip-hop dance contest. It was so loud me and the person next to me had to yell to hear each other. I received a call and decided to see what happens. My client at the other end had no issues hearing me clearly!\nI am very impressed with this phone and highly recommend it to anyone. You pretty much can’t kill it and the price is unbeatable!']"
"Mobile    [Ulefone Armor 3W Rugged Smartphone Unlocked, ...
Name: 8, dtype: object","['Update: i dropped this phone down the stairs and the sides were dented. The volume button wont work and it wont let me update it so its a black screen with tiny words on it. Totally useless to me. I am STILL exchanging emails with the company who seems to be dragging this out needlessly. I have to try to fill out their excel spread sheet return label and its more than challenging. They want me to mail the phone back to china and at this point, ive written the phone off as gone since ill probably never see it again. I do not recommend this ohone. It worked well until i dropped it down the stairs. I got it because it was supposed to be durable. That is a lie. They said they back their product. That was a lie. I got the phone 12.20.2019 and it died 3.14.2020. This company set an expectation and it has failed to live up to it. I am very disappointed. This phone is not worth the money.']"
"Mobile    [Ulefone Armor 3W Rugged Smartphone Unlocked, ...
Name: 8, dtype: object","[""Excellent device! Comes with every goodie you could need. Attachable antenna for walkie talkie if you want to communicate with ET. MASSIVE 10,000 mAh battery. Yes fellas size does matter. Will go 3 days with regular use before you need a charge. Comes with two screwdrivers so you can attach a clip on the back and to remove a cover to put in a SIM card or sd memory. You can even drop, throw and submerge (all tested involuntary LOL) I think the only thing that can break it is if I call my mother. (Don't show her this) (She's a lovely lady)""]"
"Mobile    [Ulefone Armor 3W Rugged Smartphone Unlocked, ...
Name: 8, dtype: object","[""Bought to replace an S9....this phone is by far better.\nBetter signal, response, call clarity, crisp execution of interface.\nThis operates leaps and bounds ahead of the 800$ phones that are sold by big brands....\nOh it's also extremely durable waterproof and the battery is over 10k miliamps.\n\nI highly recommend if your sick of getting mediocre performance from top dollar brands. FYI they are all manufactured in China lol. Ulefone is doing well for sure.""]"
"Mobile    [Ulefone Armor 3W Rugged Smartphone Unlocked, ...
Name: 8, dtype: object","['I ordered two days ago and selected one day shipping. Received yesterday and brought to metro pcs to activate. Everything is working as it should and I am really happy. I will be giving this a monthly review to see how this goes. Will update next month with more details. Right now, I\'m digging the screen and its looong battery life. I\'m on 92% after a day of normal use. My only bug so far is the finger scanner. It\'s a bit on the slow side but that\'s expected from a beast phone as this one so that\'s not really a complaint. So far, things are running smoothly. Opening apps, games, and maps. I Included Maps too because on normal phones, This app will specifically lag on devices with just ""normal"" GPS signals. Now this is where this phone really surprised me with it\'s GPS findings. I was able to locate myself within seconds of opening the app. While my other phone, The coolpad from metro, Was still retrieving it\'s location signal. That alone is enough proof for me to know that this will serve me well in the outdoors where other phone receptions may suffer. I haven\'t done any damage testing as I am going to be using this phone as a daily to replace my coolpad. I have tried showering with it and it still works fine. If you are reading this, Keep checking back, As I will review this with time and update. Will update pics when i\'m home from work']"
"Mobile    [Ulefone Armor 3W Rugged Smartphone Unlocked, ...
Name: 8, dtype: object","['I try not to anticipate much from anything so I\'m not disappointed, but I\'m so much more Thrilled with my 3WT than I\'d ever expected. It\'s an amazing phone. Of course, plan on it being heavy. Anything a VERY expensive name brand phone can do... this can do better!! If you\'re one of those people who need labels, you won\'t be reading this anyway.\nI\'ve only used it for two days and so far here is the only ""dirt"" I\'ve found. It\'s a little bit taller than I thought because of stereo speakers, but the sound quality is worth maybe the 1/4 inch (I don\'t know metric :) Yesterday morning I had 100% charge on the battery. This afternoon it\'s at 79%. I\'ve been using it off and on both days, but expected a little more - maybe that\'s normal? I guess my only real complaint would be accessing the SD and SIM slots on the back. It comes with a tool and is easy to do, but if you lose that tool and needed access, it would be pretty inconvenient to order a replacement tool and wait for it to arrive.\nBottom line... of all the phones I\'ve had, this is the best - not to mention the fun and it does the most']"
"Mobile    [Ulefone Armor 3W Rugged Smartphone Unlocked, ...
Name: 8, dtype: object",['アマゾンの商品説明および表示は、誤りが多すぎます。商品梱包説明欄には商品重量364.9ｇ、商品のサイズなどのスペックを中心とした商品説明には、177.5ｇとありました。また、送られてきた商品説明書(紙ベース)のスペックには\nバッテリーは5000mAhと表記されており、アマゾンの方は10300mAhとあります。基本的にメチャクチャで、商品販売者として双方とも、どー考えているのやら、ますます実機に対するに疑念が大きくなります。メイドインジャパンでは考えられないのですが、アマゾン側でのチェックが大切かと。台湾製は信用できますが、中華製の購入はそろそろ限界かも。']
"Mobile    [Ulefone Armor 3W Rugged Smartphone Unlocked, ...
Name: 8, dtype: object",['']
"Mobile    [CAT PHONES S60 Waterproof Smartphone Unlocked...
Name: 9, dtype: object","['Became glitchy, would start to play videos on its own after the screen was dark. Tried to upgrade from Android 6, but this thing is way too outdated for that.']"
"Mobile    [CAT PHONES S60 Waterproof Smartphone Unlocked...
Name: 9, dtype: object",['This product is supposed to be water resistant to 5 Meter but single immersion of less than 1 Meter with switch position in 5 meter side and water entered the phone stopping all the functions.']
"Mobile    [CAT PHONES S60 Waterproof Smartphone Unlocked...
Name: 9, dtype: object","['Have had the phone for a Week and a Half...\n1st. : As soon as I took it out of the box and opened the lid to plug in the USB charger , the cap to the USB port fell off... Not happy with that …\n\n2. At 1st signal was great , after a few days all calls began to start to break up , this is with AT&T.\n\n3. The phone tends to heat up quickly , and even though the reviews state that it is a longer lasting battery , battery does not last too much.\n\n4. When I use the Aux Port to connect to the car to listen to Pandora or anything , the volume is very very low on the car speakers... And yes , I have the volume on Max on the cell phone... Hate that fact to.\n\nAll in all … I am really not happy with this phone...\n\nTO anyone , buy anything else.. My Old LG is better than this.']"
"Mobile    [CAT PHONES S60 Waterproof Smartphone Unlocked...
Name: 9, dtype: object","[""Android custom config is not properly designed\nBattery charging is not convenient\nusb and headphone jacks' waterproof plugs are not a good design and no replacements provided\nNo proper international support / service.\nI've paid over US$600 and could not use it for couple months and now it is in the juck drawer.""]"
"Mobile    [CAT PHONES S60 Waterproof Smartphone Unlocked...
Name: 9, dtype: object","['Bought in May. The phone is sponsored as a rugged phone, it isn\'t. It is sensitive to heat, if you carry it in your pocket on a warm day it will restart itself or not want to work properly. Most of my calls drop, unless I\'m on WiFi and it isn\'t the coverage. I\'ve been with the same provider for 15 years and used other phones, it\'s the Cat S60. Most people complain that I sound garbled or distant on the other end of a call. The Flir option is okay. If you\'re looking through tree foliage, you can\'t. The infrared refracts back and glares. The roadway puts off to much ambient heat for the thermal sensor. Also, maximum range to remotely distinguish what you\'re looking at is between 20-30 ft. Even then it is just a noticeable heat signature. I\'ve worked with actual thermal imagers, this phone isn\'t close.\nI wouldn\'t buy this phone for it\'s ""rugged"" feature. You can\'t use a charging pad, due to the thickness. It can\'t hold up to minimum standards for my day to day. I work in emergency management. This phone is rugged, if you work in a bank. No offense, if you actually work in a bank.']"
"Mobile    [CAT PHONES S60 Waterproof Smartphone Unlocked...
Name: 9, dtype: object","['I paid the price for new phone, I received a used phone in a open box, dirty, finger prints all over and not charger!! Returning in the same day...']"
"Mobile    [CAT PHONES S60 Waterproof Smartphone Unlocked...
Name: 9, dtype: object","[""Got it for my uncle. He must be happy, he hasn't bothered me again since Christmas last year""]"
"Mobile    [CAT PHONES S60 Waterproof Smartphone Unlocked...
Name: 9, dtype: object","[""4 stars because of the supper long time it takes to load up when you reboot it other than that it's a great phone""]"
"Mobile    [CAT PHONES S60 Waterproof Smartphone Unlocked...
Name: 9, dtype: object",['７月はじめに購入しました。\n\n始めの１週間で、明らかに本体が熱くなることがあり、\n充電の最中も、充電マークが点滅をすることがありました。\n２週間後には、充電をすると延々と画面が点滅し逆に充電が減っていく始末。\n\nここで一度購入店へと連絡をしました。\n\n＞充電する際は、付属の充電器をご使用でしょうか？\nという返信がありましたが、\nまず日本のコンセントに合うものがなかったため、\nほかの充電器を使用するしかありませんでした。\n付属品の確認も出来ていないのではと少し不安になりました。\n\n交換を申し出ましたが、状況確認のため修理対応となりました。\n商品を送ってから、何度か添付画像のような傷や擦れの画像が送られてきました。\n\n３、４週間ほどたったころ返信がありました。\n「検査の結果、基盤損傷のため修理不可となりました。\n新品交換をご希望の場合は3万円で、新しい端末に交換させて頂きます。」\n「端末がほぼ未使用の状態で、1週間以内の不具合でしたら初期不良として\nサプライヤーに交換依頼ができるのですが、\nお預かりしております修理品は傷、欠け、スレなどかなり損傷が激しく、\n残念ながら初期不良の対象にはなりませんでした。」\nとのことでした。\n\n細かい傷などに関してはたくさん画像を送ってきたにも関わらず、\n基盤がどのような状態だったかの画像はなく、ただ損傷していますという返信だけでした。\n\n「MILスペックの耐衝撃性能」と謳っている商品にも関わらず、\n日常生活での使用で２週間も耐えられない商品だとは思っていませんでした。\nまた、叩きつけたわけでもないのに基盤が損傷するなど\n普通ありえる事ではないのにこの対応には大変がっかりしました。\n\nその後、１万円は販売会社の方で負担させていただくという連絡がありましたが、\nこのような商品では再度購入するのも怖いので辞退させていただきました。\n\n今回は７万円を支払って、\n不確かな商品を買うと失敗するということを勉強させていただきました。']
"Mobile    [CAT PHONES S60 Waterproof Smartphone Unlocked...
Name: 9, dtype: object",['']
"Mobile    [Samsung Galaxy S20 FE 5G | Factory Unlocked A...
Name: 10, dtype: object","[""Coming from a pixel 2 I expected more.\nFront camera is slow and very blurry in low-light\nvibration intensity is pathetic, I keep missing calls.\nit's obnoxiously large\nfingerprint scanner is inconsistent at best, even without any screen protection (if anyone had one in stock)\nSamsung's version of android is garbage, I actually downgraded from Android 11 to 10\n\nbattery life is better than my ancient phone.\nwifi6 is fast, about 300Mbps tested\nWifi6 Stats:\nChannel 40 (11ax)\nSignal 94% (-53 dBm)\nRx Rate 960 Mbps\nTx Rate 648 Mbps\nPower Save Enabled\n\n5G is decent (LTE+ indicated at 100Mbps down, 4Mbps up, AT&T in Raleigh, NC)\n\nIf you you like Samsung's spin on android and large screens this is a great phone for you.""]"
"Mobile    [Samsung Galaxy S20 FE 5G | Factory Unlocked A...
Name: 10, dtype: object","[""I bought this phone because I wasn't willing to spend a grand on the S20/ or note. Plus on Amazon it saved me an extra 100. I have tmobile. And I switched my sim out from my S9. Phone calls and texting worked immediately but it took me a couple hours to get the mobile data running. But after I restarted the network I am now on 5G.\nI did not receive my headset. I reached out to Amazon and I'll see what they say. If not I'll reach out to Samsung. This phone is larger than my S9 but I love the screen size even though it's not easy to hold for me with one hand. It is a beautiful phone. Screen has amazing color. And it is quite fast. Downer is the battery life. I've been on it for a couple hours and I'm down to 62% but it did charge really fast. From what I did see of the camera in low light the picture did come out nice for being at night. 3 different settings are on upon opening it. Zoom back, regular and zoom in. I'll see what the pictures look like in the day. Overall I'm happy with my purchase. Just hope that the battery life gets fixed. It's a nice alternative for getting a new phone at a not so large price tag.""]"
"Mobile    [Samsung Galaxy S20 FE 5G | Factory Unlocked A...
Name: 10, dtype: object",['Performance = 9 / 10 - fast Snapdragon cpu but only only 6gb ram\n\nDisplay = 8.7 / 10 - 120ghz is great but screen is washed compared to s10/s20\n\nBatttery = 8.8 / 10 - all day battery\n\nDesign = 8.7 / 10 - flat screen but bezels could be smaller\n\nCamera = 9 /10 - great main cameras - selfie camera is MEH and pics can be blurry on moving objects\n\nFeatures = 9/10 - three years of software updates..5g...a lot of color options .. ip68 .. wireless charging .. dex']
"Mobile    [Samsung Galaxy S20 FE 5G | Factory Unlocked A...
Name: 10, dtype: object","[""This phone is a lot better than expected. Coming from the s10+, I was worried that I would be completely disappointed. The s20fe feels premium despite having a plastic back. This is due to its thickness and weight. The plastic feels premium and the cloud mint doesn't leave visible fingerprints. The phone has the Qualcomm Snapdragon 865; the phone feels very smooth. The 120hz refresh rate also adds to the smoothness of the experience. 6gb of ram is sufficient for the vast majority of users. My s10+ plus had 8gb and I felt like I could have an endless amount of apps open. The same could be said with this phone. The cameras are quite good but I'd recommend testing out the phone in person. Yes... the 1080p display looks fine. You will not be able to tell the difference unless you get a magnifying glass or put your eye right up to the display. If you are coming from the s8 or and older phone, this phone is worth picking up.""]"
"Mobile    [Samsung Galaxy S20 FE 5G | Factory Unlocked A...
Name: 10, dtype: object","[""When I purchased this it was listed as 8gb of ram but the model I received is 6gb. That makes me feel lured into something I wasn't expecting.\n\nThe phone is a solid overall phone with premium performance for the price due to sacrificing the build quality by making the back plastic and the screen gorilla glass 3 instead of 6.\n\nDoesn't matter to me as I wanted an unused device (battery) with a top notch processor for the smallest price point.\n\nI'm still slightly upset about not getting 8gb as was listed when I purchased which is why I didn't rate 5/5.""]"
"Mobile    [Samsung Galaxy S20 FE 5G | Factory Unlocked A...
Name: 10, dtype: object","['Just Got My Samsung Galaxy S20 FE yesterday and I open and tested it if it is a good phone....it is a nice looking phone, but the problem is it was heating up and drained the battery to fast.....only 4/5 hrs of use time at fully charge!']"
"Mobile    [Samsung Galaxy S20 FE 5G | Factory Unlocked A...
Name: 10, dtype: object","[""Just got this yesterday, the day it came out. I got the Navy Blue, which looks great. I got it to replace my 1st generation Pixel XL. Because the Pixel's battery was old Google stopped supporting security updates, I decided to upgrade. I thought about a Pixel 4a, but when I saw this phone in online comparisons and its 120hz screen, huge battery, and top-of-the-line processor for $600, that seemed like too good of a deal. While the OS is gussied up a bit from what's in the Pixel line, it's not hard to figure out the differences and it adds a slight premium feel.\n\nThe only negatives in comparison to the Pixel are the camera software isn't as good, and the price is greater: $250 more than the 4a and $100 more than the 4a 5G. I had to look hard at my criteria to justify the extra cost, but I feel that the Pixel software doesn't add enough to the photos and that the extra cost gave me a phone with the kinds of features that will tide me over an additional year that the Pixel phones--with their weaker processors--likely would not. If anything else, it should have decent trade-in value in a year or two.""]"
"Mobile    [Bluetooth 5.0 in-Ear Headphones, with 24-Hour...
Name: 11, dtype: object","['They are great and the sound quality is very good. There is no problem. There are no problems with unclear sounds. I am worried that these are not suitable and may fall off, but they are perfect! I often forget that they are in my ear, because there is no rope to worry about!']"
"Mobile    [ASUS ROG Phone 2 (ZS660KL) Smartphone 128GB R...
Name: 12, dtype: object","[""To be honest the device is what it is. But the seller never said that it was a device that fails CTS safetynet check. This means the device is not Google certified and you won't be able to download and use apps like Netflix, google pay and so on. Anyways, had to jump some loops and install the correct WW roms to get this device certified. Any ways the product is 5 stars but the seller is a complete 0. I would advise being ready to re-rom this device if you are going to purchase it from this seller, if you don't know what CTS and re-roming is. I would advise staying away from this purchase.""]"
"Mobile    [ASUS ROG Phone 2 (ZS660KL) Smartphone 128GB R...
Name: 12, dtype: object","[""After purchasing this phone and noticing I can't receive or manually update this phone I did some digging and found out Asus doesn't sell any Global Rom version of this phone, they just take the China version and flash a rom on it and sell us but in the end we can't update it\n\nThe one is working good I'll say but not being able to update the phone even when Android 10 comes out is a pain.""]"
"Mobile    [ASUS ROG Phone 2 (ZS660KL) Smartphone 128GB R...
Name: 12, dtype: object","[""Although the phone quality and along with functionality was great, the battery life for a 6000 mAh was horrible... To put it lightly. After using the phone from a full charge(which yes, the phone charges quickly) it was down to 50% within 4 hours. That was not what I expected from a phone that had such a high milliamp hour. So I thought it needed to be charged and discharged 3 times... Like the old days of battery evolution. Well, I found that not to be the issue...and I was not going to keep a phone that I felt was defective. So I returned the phone. Only after a follow-up email did this seller decide to acknowledge the request and pursued to deduct a restocking fee of 100 dollars!!! Way to go Amazon... You know just the way to satisfy a customer by standing behind this seller. Don't buy this phone!!! At least not from this link. I am still interested in buying this phone, but not from this seller. The phone is supposed to be very good. I thought I just happen to get a lemon. So I'll wait until someone else is carrying it or I will get the higher model(512g storage 12GB of RAM).""]"
"Mobile    [ASUS ROG Phone 2 (ZS660KL) Smartphone 128GB R...
Name: 12, dtype: object","[""As for the phone itself it's a powerhouse with a great processor, great screen, excellent battery life, and a decent amount of ram/storage. I have no complaints about that.\n\nBut the seller does not clearly advertise exactly what this phone is, it's a China specific model that has been flashed with the worldwide rom on it which doesn't sound like a big deal until you consider a few things the first big one is that it fails CTS safety checks so you can't use things like Netflix or Google Pay (or you local bank's app for that matter), etc. Secondly it will not receive official updates because this combination isn't something officially sold by ASUS.\n\nAll that being said you can fix it but it's not exactly for the average consumer, you'll need to unlock the bootloader, flash the rom properly, root it, change some files around, and then remove the root, and relock the bootloader. If you want root you can leave it and you won't have to relock the bootloader but that brings in some inconveniences if its own. If you don't know what those mean I highly advise against buying from this seller.""]"
"Mobile    [ASUS ROG Phone 2 (ZS660KL) Smartphone 128GB R...
Name: 12, dtype: object","[""The phone is great, really fast, really easy to use and really durable. However I give it an overall of 3 stars because the manufacturer doesnt seem to want to support its customers. My phone wont Roam and I cant log into to my google account unless I am on a Wifi connection. The software update doent seem to be anywhere in sight so I had to end up buying another phone and I invested in a Star Wars edition Samsung Note 10 and to be honest, had I bought the Note 10 earlier I wouldn't have given the Asus a second look. Unless you want to buy the Asus as purely a gaming phone then yes go for it, but if it is going to be your everyday phone I suggest you look at another mobile.""]"
"Mobile    [ASUS ROG Phone 2 (ZS660KL) Smartphone 128GB R...
Name: 12, dtype: object","[""Only thing that sucks is there is no way I can watch Netflix on here other than that it's fine""]"
"Mobile    [ASUS ROG Phone 2 (ZS660KL) Smartphone 128GB R...
Name: 12, dtype: object",['-Es La Version De Tencet Lo Cual no dice en la descripciom pero creo que si solo lo vas a usar para jugar esta bien por 680$. Ya que la version global esta 350$ mas cara. Lo Cual Yo Compre esta versión mas otro celular gama media de xiaomi.\n-No viene con el adaptador para cargar y audifonos.\nPor lo demas todo bien']
"Mobile    [ASUS ROG Phone 2 (ZS660KL) Smartphone 128GB R...
Name: 12, dtype: object",['']
"Mobile    [ASUS ROG Phone 2 (ZS660KL) Smartphone 128GB R...
Name: 12, dtype: object",['Usually these Tencent version are all Chinese or maybe they have global (WW) firmware with the CN fingerprint. This one came fully global with a pass on safetynet and L1 on DRM info. For 600$ this is the flagship killer.']
